tract,manhole,parcel,severity,cp_pos,cp_din,cp_dout,cp_fpipe,cp_owner,cp_cross,cp_keep,x,y,decision,comment
Tract 10.01,29754,112192#0,warning,inner,24.3,30.8,15324,Tract 10.02,0,1.0,2036160.62,812317.18,,
Tract 10.01,29754,112287#0,warning,border,25.8,43.1,15283,Tract 10.02,0,1.0,2036740.94,813242.48,,
Tract 10.01,29754,112398#0,warning,border,23.8,32.5,15326,Tract 10.02,0,1.0,2036460.58,812743.18,,
Tract 10.01,29754,112410#0,warning,border,25.8,26.0,15571,Tract 10.02,0,1.0,2036580.5,813138.69,,
Tract 10.01,29754,112447#0,warning,border,22.9,37.0,15324,Tract 10.02,0,1.0,2036338.61,812507.1,,
Tract 10.01,29754,112460#0,warning,inner,26.0,47.5,15326,Tract 10.02,0,1.0,2036435.45,812573.41,,
Tract 10.01,29754,112511#0,review_required,border,30.9,18.4,15282,Tract 10.02,0,1.0,2036717.02,813829.28,,
Tract 10.01,29754,112534#0,review_required,border,22.4,21.4,17225,Tract 10.02,0,1.0,2036184.41,814541.43,,
Tract 10.01,29754,112553#0,warning,border,21.5,24.9,15582,Tract 10.02,0,1.0,2036549.52,813860.59,,
Tract 10.01,29754,112741#0,review_required,border,31.2,21.7,15352,Tract 10.02,0,1.0,2036041.51,815497.31,,
Tract 10.01,29754,112750#0,review_required,border,28.3,25.2,31507,Tract 10.02,0,1.0,2036219.93,816023.69,,
Tract 10.01,29754,112769#0,warning,inner,14.7,46.6,15597,Tract 10.02,0,1.0,2035843.77,815487.75,,
Tract 10.01,29754,112851#0,warning,border,11.8,25.6,15365,Tract 10.02,0,1.0,2035642.56,815111.9,,
Tract 10.01,29754,112881#0,review_required,border,46.4,35.9,09715,,0,1.0,2036156.37,816587.38,,
Tract 10.01,29754,112889#0,review_required,border,36.8,30.8,09708,,0,1.0,2036289.46,816169.31,,
Tract 10.01,29754,112901#0,warning,border,12.2,26.4,09838,,0,1.0,2035541.92,816654.62,,
Tract 10.01,29754,112907#0,warning,border,19.8,22.3,09715,,0,1.0,2035957.35,816602.28,,
Tract 10.01,29754,114566#0,warning,border,14.1,32.7,17340,Tract 10.02,0,1.0,2036208.05,811661.44,,
Tract 10.01,29754,218141#0,review_required,border,31.2,4.8,36013,Tract 14,0,1.0,2033518.31,812729.82,,
Tract 10.01,29754,218141#1,warning,border,7.2,19.2,16083,Tract 14,0,1.0,2036382.57,811259.33,,
Tract 10.01,29754,218141#2,review_required,border,28.8,28.8,51544,Tract 14,0,1.0,2035072.07,811938.89,,
Tract 10.01,29754,222398#0,warning,inner,24.3,28.1,15282,Tract 10.02,0,1.0,2036723.96,813687.84,,
Tract 10.01,29754,232487#0,review_required,border,37.3,0.0,17551,Tract 23,1,0.0,2031199.49,815192.62,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 10.01,29754,233458#0,warning,border,13.8,23.6,64719,,0,1.0,2031398.84,816725.77,,
Tract 10.01,29754,233459#0,warning,border,12.7,34.2,35044,,0,1.0,2031407.57,816738.37,,
Tract 10.01,29754,233460#0,warning,inner,12.9,34.1,35044,,0,1.0,2031416.32,816751.01,,
Tract 10.01,29754,233461#0,warning,border,13.2,34.1,35044,,0,1.0,2031425.08,816763.66,,
Tract 10.01,29754,233462#0,warning,border,13.4,34.0,35044,,0,1.0,2031433.83,816776.3,,
Tract 10.01,29754,233463#0,warning,inner,13.7,34.0,35044,,0,1.0,2031442.59,816788.95,,
Tract 10.01,29754,233464#0,warning,border,13.5,33.9,35044,,0,1.0,2031451.34,816801.59,,
Tract 10.01,29754,233465#0,warning,border,13.0,33.9,35044,,0,1.0,2031460.1,816814.24,,
Tract 10.01,29754,233466#0,warning,border,12.9,33.8,35044,,0,1.0,2031468.85,816826.88,,
Tract 10.01,29754,233467#0,warning,border,17.1,33.2,12850,,0,1.0,2031475.9,816840.71,,
Tract 10.01,29754,233468#0,review_required,border,31.6,28.4,12850,,0,1.0,2031492.56,816846.47,,
Tract 10.01,29754,233469#0,review_required,border,0.0,0.0,64719,,1,0.74,2031477.95,816595.87,split,"auto: equidistant split, kept 74% (in-trace side)"
Tract 10.01,29754,239000#0,warning,inner,19.3,24.1,15365,Tract 10.02,0,1.0,2035724.95,814809.26,,
Tract 10.01,29754,240615#0,warning,border,21.5,24.9,15582,Tract 10.02,0,1.0,2036549.52,813860.59,,
Tract 1.02,29962,100000#0,review_required,border,0.0,0.0,57148,,1,0.92,2024827.97,821124.0,split,"auto: equidistant split, kept 92% (in-trace side)"
Tract 1.02,29962,100618#0,warning,inner,29.9,44.5,11544,,0,1.0,2023133.3,825107.4,,
Tract 1.02,29962,100621#0,review_required,inner,42.8,40.2,11544,,0,1.0,2022968.34,824961.94,,
Tract 1.02,29962,101478#0,warning,inner,23.7,27.6,10664,,0,1.0,2022920.76,825315.53,,
Tract 1.02,29962,102762#0,review_required,border,22.1,21.6,12814,Tract 23,0,1.0,2029447.49,817274.72,,
Tract 1.02,29962,102765#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,102774#0,warning,border,23.8,38.7,35082,Tract 23,0,1.0,2029339.84,817329.44,,
Tract 1.02,29962,102775#0,warning,border,23.4,38.7,35082,Tract 23,0,1.0,2029344.28,817291.12,,
Tract 1.02,29962,102778#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 1.02,29962,102785#0,review_required,inner,20.4,7.7,12819,,0,1.0,2029282.8,817697.55,,
Tract 1.02,29962,102787#0,review_required,inner,25.7,9.4,12819,,0,1.0,2029323.94,817534.92,,
Tract 1.02,29962,102788#0,review_required,inner,26.5,9.4,12819,,0,1.0,2029364.14,817531.38,,
Tract 1.02,29962,102789#0,warning,inner,27.4,40.7,12819,,0,1.0,2029380.96,817451.81,,
Tract 1.02,29962,102791#0,warning,inner,28.2,44.5,12819,,0,1.0,2029417.2,817449.51,,
Tract 1.02,29962,102792#0,review_required,inner,34.1,21.7,12815,,0,1.0,2029529.94,817414.16,,
Tract 1.02,29962,102794#0,review_required,inner,20.6,17.4,12815,,0,1.0,2029548.35,817704.15,,
Tract 1.02,29962,102796#0,warning,border,24.8,29.3,12901,,0,1.0,2029780.89,817063.19,,
Tract 1.02,29962,102797#0,warning,border,24.8,29.3,12901,,0,1.0,2029780.89,817063.19,,
Tract 1.02,29962,102798#0,warning,border,24.8,29.3,12901,,0,1.0,2029780.89,817063.19,,
Tract 1.02,29962,102799#0,warning,border,24.5,29.5,12901,,0,1.0,2029710.57,817068.73,,
Tract 1.02,29962,102811#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102812#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102813#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102814#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102815#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102816#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102817#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102818#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102819#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 1.02,29962,102950#0,warning,border,26.5,27.7,12813,,0,1.0,2029653.66,817336.66,,
Tract 1.02,29962,102957#0,warning,border,25.0,27.1,12811,,0,1.0,2029836.67,817133.34,,
Tract 1.02,29962,102974#0,warning,inner,22.8,27.8,12820,,0,1.0,2029654.77,817857.66,,
Tract 1.02,29962,102982#0,review_required,border,23.6,22.9,12906,,0,1.0,2029797.66,818044.65,,
Tract 1.02,29962,103001#0,warning,border,12.1,21.8,54933,,0,1.0,2029962.62,818239.87,,
Tract 1.02,29962,103006#0,warning,inner,31.0,31.0,35304,,0,1.0,2029297.09,817887.12,,
Tract 1.02,29962,103007#0,review_required,inner,43.9,31.2,35304,,0,1.0,2029351.1,817889.22,,
Tract 1.02,29962,103008#0,warning,inner,24.4,36.1,35304,,0,1.0,2029476.91,817889.37,,
Tract 1.02,29962,103058#0,warning,border,15.4,29.6,12914,Tract 23,0,1.0,2028944.46,817311.8,,
Tract 1.02,29962,103113#0,warning,border,20.9,45.2,53467,,0,1.0,2027720.77,818036.98,,
Tract 1.02,29962,103114#0,review_required,border,20.4,18.8,13830,,0,1.0,2027912.99,817973.13,,
Tract 1.02,29962,103189#0,review_required,inner,6.3,0.0,13309,,1,1.0,2025189.86,819662.89,,
Tract 1.02,29962,103266#0,review_required,border,0.0,0.0,53692,,1,0.33,2024743.5,819694.16,split,"auto: equidistant split, kept 33% (in-trace side)"
Tract 1.02,29962,103271#0,warning,border,21.0,30.8,35089,Tract 5,0,1.0,2025229.35,817874.99,,
Tract 1.02,29962,103287#0,warning,border,25.8,35.3,12129,,0,1.0,2026492.13,817885.78,,
Tract 1.02,29962,103293#0,warning,border,20.4,35.0,12134,,0,1.0,2026752.69,817928.0,,
Tract 1.02,29962,103336#0,warning,border,24.3,34.1,12121,,0,1.0,2027098.29,817934.88,,
Tract 1.02,29962,104899#0,warning,inner,22.4,23.7,12690,,0,1.0,2030548.7,819393.81,,
Tract 1.02,29962,104904#0,warning,border,21.3,23.1,12683,,0,1.0,2030727.42,819334.05,,
Tract 1.02,29962,104973#0,warning,border,18.6,23.2,34616,,0,1.0,2030143.61,818336.62,,
Tract 1.02,29962,104974#0,warning,border,18.0,23.2,34616,,0,1.0,2030152.5,818411.23,,
Tract 1.02,29962,104979#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,105734#0,review_required,border,29.9,23.4,11931,,0,1.0,2030899.25,823628.41,,
Tract 1.02,29962,106003#0,review_required,border,0.0,0.0,11231,,1,0.41,2026843.76,825956.63,split,"auto: equidistant split, kept 41% (in-trace side)"
Tract 1.02,29962,106008#0,review_required,inner,27.5,0.0,33526,,1,1.0,2027281.13,825352.78,,
Tract 1.02,29962,106010#0,review_required,inner,31.3,23.1,33526,,0,1.0,2027280.05,825472.35,,
Tract 1.02,29962,106370#0,warning,inner,23.5,42.0,10416,,0,1.0,2026750.31,829337.81,,
Tract 1.02,29962,106375#0,warning,inner,27.6,28.5,10450,,0,1.0,2026806.99,828430.22,,
Tract 1.02,29962,106395#0,review_required,inner,26.2,2.7,10449,,0,1.0,2026161.0,828865.94,,
Tract 1.02,29962,106579#0,review_required,border,7.5,0.0,11147,,1,0.0,2031016.56,825790.09,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 1.02,29962,106580#0,review_required,inner,7.5,0.0,11031,,1,1.0,2030886.61,825724.46,,
Tract 1.02,29962,106585#0,review_required,border,29.9,13.5,33237,,0,1.0,2031083.17,825337.5,,
Tract 1.02,29962,106628#0,warning,inner,3.6,35.4,11029,,0,1.0,2030808.36,825912.06,,
Tract 1.02,29962,106791#0,review_required,inner,1.1,0.0,10456,,1,1.0,2026930.61,828905.94,,
Tract 1.02,29962,106792#0,review_required,inner,0.0,0.0,10456,,1,1.0,2026961.71,828658.18,,
Tract 1.02,29962,108935#0,warning,border,25.0,31.4,10941,,0,1.0,2031179.65,827426.79,,
Tract 1.02,29962,109304#0,warning,border,34.0,47.0,11948,,0,1.0,2031341.78,822776.65,,
Tract 1.02,29962,109308#0,review_required,border,29.1,17.2,11738,,0,1.0,2031529.04,822537.16,,
Tract 1.02,29962,109319#0,warning,inner,30.3,38.6,11931,,0,1.0,2030831.37,823451.16,,
Tract 1.02,29962,109340#0,warning,border,30.0,45.7,11948,,0,1.0,2031102.56,822752.09,,
Tract 1.02,29962,109368#0,review_required,border,24.6,16.4,11737,,0,1.0,2031488.66,822392.08,,
Tract 1.02,29962,110053#0,warning,border,23.0,27.6,51969,,0,1.0,2031094.24,820384.72,,
Tract 1.02,29962,110054#0,warning,border,23.0,27.6,51969,,0,1.0,2031094.24,820384.72,,
Tract 1.02,29962,110055#0,warning,border,23.0,27.6,51969,,0,1.0,2031094.24,820384.72,,
Tract 1.02,29962,110056#0,warning,border,23.0,27.6,51969,,0,1.0,2031094.24,820384.72,,
Tract 1.02,29962,110057#0,warning,border,23.0,27.6,51969,,0,1.0,2031094.24,820384.72,,
Tract 1.02,29962,110070#0,review_required,border,41.2,28.1,11839,,0,1.0,2031188.26,820787.03,,
Tract 1.02,29962,110171#0,warning,border,23.0,26.9,51969,,0,1.0,2031073.36,820229.59,,
Tract 1.02,29962,110184#0,warning,border,16.8,30.0,12919,,0,1.0,2030870.74,819467.9,,
Tract 1.02,29962,110185#0,warning,border,20.0,30.9,12919,,0,1.0,2030866.18,819545.23,,
Tract 1.02,29962,110189#0,warning,border,19.8,29.4,13834,,0,1.0,2030915.61,819917.85,,
Tract 1.02,29962,113949#0,warning,border,10.7,33.3,13303,Tract 5,0,1.0,2024786.73,818054.97,,
Tract 1.02,29962,113960#0,warning,border,6.7,26.7,13303,Tract 5,0,1.0,2024784.88,817889.6,,
Tract 1.02,29962,113965#0,warning,border,1.3,28.1,35268,Tract 5,0,1.0,2024931.3,817838.66,,
Tract 1.02,29962,113966#0,warning,border,12.2,27.3,35268,Tract 5,0,1.0,2025057.1,817877.84,,
Tract 1.02,29962,113967#0,review_required,border,30.1,26.5,35268,Tract 5,0,1.0,2025075.91,817807.34,,
Tract 1.02,29962,119693#0,warning,border,22.3,29.2,10052,,0,1.0,2031288.71,829024.84,,
Tract 1.02,29962,119694#0,warning,border,27.8,29.3,10051,,0,1.0,2031386.53,829051.0,,
Tract 1.02,29962,119698#0,review_required,border,36.2,29.6,10051,,0,1.0,2031587.3,829043.19,,
Tract 1.02,29962,119725#0,warning,border,15.8,27.5,10053,,0,1.0,2031082.82,828966.84,,
Tract 1.02,29962,119918#0,warning,border,35.1,42.8,08216,,0,1.0,2032430.61,829066.4,,
Tract 1.02,29962,119927#0,review_required,border,43.5,31.3,10300,,0,1.0,2031910.8,828936.81,,
Tract 1.02,29962,125632#0,review_required,border,45.8,6.9,54391,Tract 17.05,0,1.0,2019166.37,831329.94,,
Tract 1.02,29962,125633#0,warning,inner,22.8,44.2,54391,Tract 17.05,0,1.0,2019163.4,831233.88,,
Tract 1.02,29962,125954#0,warning,border,8.6,39.0,05646,,0,1.0,2025373.04,833948.84,,
Tract 1.02,29962,125968#0,warning,border,18.8,48.5,05638,,0,1.0,2025932.5,833965.88,,
Tract 1.02,29962,125987#0,warning,border,40.3,43.2,05636,,0,1.0,2026181.46,833963.0,,
Tract 1.02,29962,126478#0,review_required,border,20.4,5.9,10538,Tract 17.05,0,1.0,2021064.89,831271.84,,
Tract 1.02,29962,126501#0,review_required,inner,49.9,28.3,10530,Tract 17.05,0,1.0,2022039.11,831463.97,,
Tract 1.02,29962,126502#0,review_required,border,34.3,9.5,10530,Tract 17.05,0,1.0,2022009.44,831419.94,,
Tract 1.02,29962,126570#0,review_required,border,40.9,25.2,30220,Tract 17.05,0,1.0,2022043.94,831740.94,,
Tract 1.02,29962,127999#0,warning,border,16.0,44.6,05483,,0,1.0,2027305.12,835409.97,,
Tract 1.02,29962,128074#0,warning,border,27.8,37.3,05640,,0,1.0,2026888.52,834147.72,,
Tract 1.02,29962,128518#0,warning,border,4.5,29.7,09977,,0,1.0,2031496.3,831659.15,,
Tract 1.02,29962,128525#0,review_required,border,32.4,2.6,31549,,0,1.0,2031757.78,831430.09,,
Tract 1.02,29962,128530#0,review_required,border,33.1,30.6,07257,,0,1.0,2031961.25,831047.03,,
Tract 1.02,29962,128549#0,warning,border,28.1,46.1,08106,,0,1.0,2032160.94,830518.97,,
Tract 1.02,29962,128576#0,warning,border,39.6,45.1,08112,,0,1.0,2032235.36,830092.21,,
Tract 1.02,29962,128579#0,warning,border,29.8,45.8,08112,,0,1.0,2032186.49,830372.99,,
Tract 1.02,29962,128597#0,warning,border,22.5,48.1,08186,,0,1.0,2032307.16,829668.82,,
Tract 1.02,29962,128638#0,warning,border,33.6,44.1,08216,,0,1.0,2032412.28,829223.06,,
Tract 1.02,29962,128641#0,warning,border,34.6,44.4,08162,,0,1.0,2032341.69,829482.75,,
Tract 1.02,29962,128646#0,review_required,border,27.8,13.8,10300,,0,1.0,2031704.14,829046.84,,
Tract 1.02,29962,128649#0,warning,inner,18.6,26.8,10300,,0,1.0,2031863.75,829130.97,,
Tract 1.02,29962,172214#0,review_required,border,32.9,0.3,56699,Tract 17.09,0,1.0,2029934.72,833457.43,,
Tract 1.02,29962,172250#0,review_required,border,5.8,0.0,05368,Tract 17.09,1,0.0,2029591.84,835126.04,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 1.02,29962,172256#0,review_required,border,35.3,0.7,56698,Tract 17.09,0,1.0,2029753.94,833860.55,,
Tract 1.02,29962,172270#0,warning,border,33.4,35.3,04387,Tract 17.09,0,1.0,2029691.72,834004.76,,
Tract 1.02,29962,174023#0,review_required,border,7.7,4.4,06950,Tract 17.12,0,1.0,2012794.78,834741.74,,
Tract 1.02,29962,174024#0,review_required,border,35.5,4.9,06950,Tract 17.12,0,1.0,2012879.57,834975.11,,
Tract 1.02,29962,174136#0,warning,border,47.0,49.3,07150,Tract 17.12,0,1.0,2011914.44,832600.4,,
Tract 1.02,29962,174893#0,review_required,border,47.2,24.2,14314,Tract 20.29,0,1.0,2008624.57,828089.47,,
Tract 1.02,29962,175290#0,review_required,border,0.0,0.0,54394,Tract 20.29,1,0.19,2009062.93,827544.59,split,"auto: equidistant split, kept 19% (in-trace side)"
Tract 1.02,29962,175290#1,review_required,border,18.4,0.0,14464,Tract 20.29,1,0.0,2009728.05,827811.65,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 1.02,29962,175298#0,warning,inner,10.2,41.5,52859,Tract 20.29,0,1.0,2009856.96,828619.55,,
Tract 1.02,29962,203418#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 1.02,29962,203419#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 1.02,29962,203420#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 1.02,29962,204615#0,review_required,border,0.0,0.0,14688,Tract 20.29,1,0.54,2006170.88,825762.69,split,"auto: equidistant split, kept 54% (in-trace side)"
Tract 1.02,29962,221306#0,warning,border,20.7,45.2,53467,,0,1.0,2027853.98,817973.74,,
Tract 1.02,29962,222390#0,review_required,border,36.6,0.0,56696,Tract 17.09,1,0.0,2029902.56,833755.36,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 1.02,29962,225827#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225828#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225829#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225830#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225831#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225832#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225833#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225834#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225836#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225837#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225838#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225839#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225840#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225841#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225842#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225843#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225844#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225845#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225846#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225847#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225848#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225849#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225850#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225851#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225852#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225853#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225854#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225855#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225856#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225857#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225858#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225859#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225860#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225861#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225862#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225863#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,225864#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 1.02,29962,230370#0,review_required,border,28.7,3.0,06950,Tract 17.12,0,1.0,2012864.43,834574.89,,
Tract 1.02,29962,231817#0,warning,inner,2.9,39.4,12690,,0,1.0,2030265.17,819308.95,,
Tract 1.02,29962,231818#0,warning,inner,3.1,28.8,12690,,0,1.0,2030286.09,819309.32,,
Tract 1.02,29962,231819#0,warning,inner,3.6,25.5,12690,,0,1.0,2030307.33,819320.68,,
Tract 1.02,29962,231823#0,warning,inner,9.0,26.9,12690,,0,1.0,2030381.94,819292.59,,
Tract 1.02,29962,232719#6,warning,border,30.4,40.7,11737,,0,1.0,2031129.13,822099.0,,
Tract 1.02,29962,232722#0,review_required,border,0.0,0.0,14688,Tract 20.29,1,0.54,2006170.88,825762.69,split,"auto: equidistant split, kept 54% (in-trace side)"
Tract 1.02,29962,233651#0,warning,border,16.8,19.3,12899,,0,1.0,2030484.41,818992.34,,
Tract 1.02,29962,235069#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235070#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235071#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235072#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235073#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235074#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235075#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235076#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235077#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235078#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235079#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235080#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235081#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235082#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235083#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235084#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235085#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235086#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 1.02,29962,235606#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 1.02,29962,238614#0,warning,inner,21.8,22.9,65302,,0,1.0,2011720.09,831455.89,,
Tract 1.02,29962,238621#0,warning,inner,19.8,33.0,65302,,0,1.0,2011743.56,831617.55,,
Tract 1.02,29962,238625#0,warning,inner,22.8,23.6,65294,,0,1.0,2011565.36,832081.42,,
Tract 1.02,29962,238645#0,review_required,border,48.3,32.2,65294,,0,1.0,2011497.72,832248.03,,
Tract 1.02,29962,238646#0,review_required,border,0.0,0.0,65299,,1,0.55,2011237.94,830845.99,split,"auto: equidistant split, kept 55% (in-trace side)"
Tract 1.02,29962,238649#0,warning,border,22.3,33.9,65297,,0,1.0,2011452.31,831812.59,,
Tract 1.02,29962,243586#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243588#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243589#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243590#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243591#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243592#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243593#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243594#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243595#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
