tract,manhole,parcel,severity,cp_pos,cp_din,cp_dout,cp_fpipe,cp_owner,cp_cross,cp_keep,x,y,decision,comment
Tract 1.02,29962,243596#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243597#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243598#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243599#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243600#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243601#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243602#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243603#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243604#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243605#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243606#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243607#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243608#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243609#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243610#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243611#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243612#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243613#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243614#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243615#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243616#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243617#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243618#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243619#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243620#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243621#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243622#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243623#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243624#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243625#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243626#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243627#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243628#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243629#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243630#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243631#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243632#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243633#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243634#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243635#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243636#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243637#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243638#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243639#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243640#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243641#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243642#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243643#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 1.02,29962,243644#0,warning,border,24.0,35.0,12896,,0,1.0,2028330.75,818062.85,,
Tract 10.02,30659,111046#0,review_required,border,20.5,17.0,09798,,0,1.0,2035038.18,817671.41,,
Tract 10.02,30659,111067#0,warning,border,27.0,43.6,09747,,0,1.0,2035405.25,818408.12,,
Tract 10.02,30659,111212#0,review_required,border,19.4,15.9,09887,,0,1.0,2035227.99,817150.68,,
Tract 10.02,30659,111220#0,review_required,border,24.7,23.1,09812,,0,1.0,2035064.5,817508.45,,
Tract 10.02,30659,112179#0,review_required,border,45.5,11.8,16092,Tract 10.01,0,1.0,2036054.18,811732.22,,
Tract 10.02,30659,112180#0,warning,inner,14.2,42.3,16092,Tract 10.01,0,1.0,2036097.75,811782.38,,
Tract 10.02,30659,112192#0,review_required,border,30.8,24.3,17229,Tract 10.01,0,1.0,2036160.62,812317.18,,
Tract 10.02,30659,112287#0,review_required,border,43.1,25.8,15280,Tract 10.01,0,1.0,2036740.94,813242.48,,
Tract 10.02,30659,112398#0,review_required,border,32.5,23.8,15325,Tract 10.01,0,1.0,2036460.58,812743.18,,
Tract 10.02,30659,112410#0,review_required,border,26.0,25.8,15275,Tract 10.01,0,1.0,2036580.5,813138.69,,
Tract 10.02,30659,112447#0,review_required,border,37.0,22.9,15325,Tract 10.01,0,1.0,2036338.61,812507.1,,
Tract 10.02,30659,112460#0,review_required,inner,47.5,26.0,15325,Tract 10.01,0,1.0,2036435.45,812573.41,,
Tract 10.02,30659,112511#0,warning,inner,18.4,30.9,15281,Tract 10.01,0,1.0,2036717.02,813829.28,,
Tract 10.02,30659,112534#0,warning,border,21.4,22.4,15234,Tract 10.01,0,1.0,2036184.41,814541.43,,
Tract 10.02,30659,112553#0,review_required,border,24.9,21.5,15279,Tract 10.01,0,1.0,2036549.52,813860.59,,
Tract 10.02,30659,112709#0,warning,inner,19.0,30.5,09708,,0,1.0,2036328.71,816005.84,,
Tract 10.02,30659,112741#0,warning,border,21.7,31.2,15598,Tract 10.01,0,1.0,2036041.51,815497.31,,
Tract 10.02,30659,112750#0,warning,border,25.2,28.3,09722,Tract 10.01,0,1.0,2036219.93,816023.69,,
Tract 10.02,30659,112769#0,review_required,border,46.6,14.7,15598,Tract 10.01,0,1.0,2035843.77,815487.75,,
Tract 10.02,30659,112851#0,review_required,border,25.6,11.8,15586,Tract 10.01,0,1.0,2035642.56,815111.9,,
Tract 10.02,30659,112866#0,review_required,border,25.7,13.5,09707,,0,1.0,2036519.17,816758.15,,
Tract 10.02,30659,112870#0,review_required,border,22.9,14.9,09707,,0,1.0,2036497.43,816418.31,,
Tract 10.02,30659,112939#0,review_required,border,25.0,14.9,09708,,0,1.0,2036490.87,816305.84,,
Tract 10.02,30659,112942#0,review_required,border,25.9,15.1,09708,,0,1.0,2036482.53,816106.5,,
Tract 10.02,30659,113083#0,review_required,inner,49.3,19.6,09716,,0,1.0,2036471.12,816950.18,,
Tract 10.02,30659,113084#0,review_required,inner,28.9,26.6,09716,,0,1.0,2036596.96,816970.28,,
Tract 10.02,30659,113117#0,review_required,border,20.7,17.9,09717,,0,1.0,2036127.25,816988.22,,
Tract 10.02,30659,113185#0,review_required,border,22.4,18.4,35010,,0,1.0,2035527.28,816989.37,,
Tract 10.02,30659,113192#0,review_required,border,24.8,18.0,09935,,0,1.0,2035972.39,817036.12,,
Tract 10.02,30659,113294#0,review_required,border,35.1,11.1,10148,,0,1.0,2036236.08,819820.63,,
Tract 10.02,30659,113296#0,review_required,border,43.2,11.4,09548,,0,1.0,2036186.86,819900.44,,
Tract 10.02,30659,113330#0,review_required,border,22.0,5.8,09751,,0,1.0,2035428.8,818523.62,,
Tract 10.02,30659,114566#0,review_required,inner,32.7,14.1,16092,Tract 10.01,0,1.0,2036208.05,811661.44,,
Tract 10.02,30659,115436#0,warning,border,17.1,25.3,08783,,0,1.0,2037050.91,821182.53,,
Tract 10.02,30659,118823#0,review_required,border,42.9,25.6,16108,,0,1.0,2039082.34,809604.43,,
Tract 10.02,30659,118825#0,review_required,inner,43.5,27.8,16108,,0,1.0,2039036.25,809742.16,,
Tract 10.02,30659,120382#0,review_required,border,26.9,25.0,08992,,0,1.0,2037593.13,821631.71,,
Tract 10.02,30659,120432#0,review_required,border,41.3,17.2,09068,,0,1.0,2036326.17,819954.31,,
Tract 10.02,30659,120434#0,review_required,inner,37.2,17.2,09068,,0,1.0,2036446.16,819996.81,,
Tract 10.02,30659,120435#0,review_required,border,39.0,30.3,09068,,0,1.0,2036489.09,820035.22,,
Tract 10.02,30659,120507#0,review_required,border,10.8,9.3,63127,,0,1.0,2039219.65,819958.16,,
Tract 10.02,30659,120581#0,review_required,border,17.5,16.2,09487,,0,1.0,2039391.77,819371.75,,
Tract 10.02,30659,120607#0,review_required,border,24.0,15.4,09483,,0,1.0,2039278.9,819497.49,,
Tract 10.02,30659,130136#0,review_required,border,10.5,0.0,50483,,1,0.0,2038450.61,821400.65,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 10.02,30659,130140#0,warning,border,10.5,11.3,50483,,0,1.0,2038222.51,821172.06,,
Tract 10.02,30659,130141#0,review_required,inner,0.0,0.0,50483,,1,1.0,2038205.58,820692.91,,
Tract 10.02,30659,130320#0,warning,inner,30.2,45.2,55815,,0,1.0,2040201.36,817796.59,,
Tract 10.02,30659,130326#0,review_required,border,26.7,0.0,55815,,1,0.0,2040148.91,818783.81,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 10.02,30659,130556#0,review_required,border,37.0,0.0,15978,Tract 18.02,1,0.0,2041601.98,811032.66,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 10.02,30659,159313#0,warning,border,24.1,43.2,09447,,0,1.0,2042259.6,816759.81,,
Tract 10.02,30659,159520#0,review_required,border,37.9,12.3,09418,,0,1.0,2041216.16,817343.47,,
Tract 10.02,30659,196966#0,review_required,border,31.9,0.0,09203,,1,0.0,2036165.38,820966.95,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 10.02,30659,218535#0,review_required,border,36.7,19.9,16115,Tract 14,0,1.0,2039037.57,809253.77,,
Tract 10.02,30659,222398#0,review_required,border,28.1,24.3,15281,Tract 10.01,0,1.0,2036723.96,813687.84,,
Tract 10.02,30659,235428#0,review_required,border,0.0,0.0,09454,,1,0.86,2040041.41,816689.75,split,"auto: equidistant split, kept 86% (in-trace side)"
Tract 10.02,30659,239000#0,review_required,border,24.1,19.3,15367,Tract 10.01,0,1.0,2035724.95,814809.26,,
Tract 10.02,30659,240615#0,review_required,border,24.9,21.5,15279,Tract 10.01,0,1.0,2036549.52,813860.59,,
Tract 20.29,30804,137546#2,review_required,border,0.0,0.0,21263,,1,0.46,2010291.19,816135.23,split,"auto: equidistant split, kept 46% (in-trace side)"
Tract 20.29,30804,138392#0,warning,border,5.9,9.6,21945,,0,1.0,2008196.63,811997.72,,
Tract 20.29,30804,138443#0,warning,border,8.8,42.6,21734,,0,1.0,2002511.35,812940.15,,
Tract 20.29,30804,140089#0,review_required,border,19.6,0.0,34051,,1,0.0,2006803.39,803301.84,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 20.29,30804,140112#0,review_required,inner,0.0,0.0,22932,,1,1.0,2006541.73,804199.5,,
Tract 20.29,30804,140113#0,review_required,inner,0.0,0.0,22932,,1,1.0,2006221.39,803813.35,,
Tract 20.29,30804,174893#0,warning,border,24.2,47.2,14014,Tract 1.02,0,1.0,2008624.57,828089.47,,
Tract 20.29,30804,175290#0,review_required,border,0.0,0.0,55013,Tract 1.02,1,0.81,2009062.93,827544.59,split,"auto: equidistant split, kept 81% (in-trace side)"
Tract 20.29,30804,175298#0,review_required,border,41.5,10.2,13982,Tract 1.02,0,1.0,2009856.96,828619.55,,
Tract 20.29,30804,175360#0,review_required,inner,31.1,22.3,14344,,0,1.0,2009843.13,826377.88,,
Tract 20.29,30804,175361#0,review_required,inner,0.0,0.0,14344,,1,1.0,2009815.65,826562.04,,
Tract 20.29,30804,175362#0,warning,inner,5.6,20.1,14344,,0,1.0,2009922.04,826565.86,,
Tract 20.29,30804,204615#0,review_required,border,0.0,0.0,14123,Tract 1.02,1,0.46,2006170.88,825762.69,split,"auto: equidistant split, kept 46% (in-trace side)"
Tract 20.29,30804,207488#0,review_required,inner,49.4,19.0,51634,,0,1.0,2008799.01,813028.73,,
Tract 20.29,30804,207502#0,review_required,border,47.5,28.3,51634,,0,1.0,2008976.17,813171.35,,
Tract 20.29,30804,207503#0,review_required,border,47.4,0.0,51641,,1,0.0,2009363.67,813089.47,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 20.29,30804,232722#0,review_required,border,0.0,0.0,14123,Tract 1.02,1,0.46,2006170.88,825762.69,split,"auto: equidistant split, kept 46% (in-trace side)"
Tract 20.29,30804,232757#2,review_required,border,0.0,0.0,21263,,1,0.46,2010291.19,816135.23,split,"auto: equidistant split, kept 46% (in-trace side)"
Tract 18.08,30976,164643#0,review_required,border,18.5,0.0,63305,,1,0.0,2057229.49,800585.61,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 18.08,30976,165273#0,warning,border,5.1,13.2,65413,,0,1.0,2056717.65,804122.54,,
Tract 18.08,30976,165281#0,warning,border,5.4,47.6,00354,,0,1.0,2056959.9,805255.52,,
Tract 18.08,30976,165284#0,warning,border,20.0,49.3,00362,,0,1.0,2057279.4,806029.54,,
Tract 18.08,30976,210536#0,review_required,border,0.0,0.0,34273,,1,0.94,2059031.4,804731.05,split,"auto: equidistant split, kept 94% (in-trace side)"
Tract 18.08,30976,225252#0,review_required,border,43.9,26.6,60861,,0,1.0,2055633.93,801095.0,,
Tract 18.08,30976,225314#0,review_required,border,19.9,16.2,60860,,0,1.0,2055531.01,801011.91,,
Tract 18.08,30976,225315#0,warning,border,43.9,49.5,60861,,0,1.0,2056038.28,801252.49,,
Tract 3.01,31067,100000#0,review_required,border,0.0,0.0,12236,Tract 1.02; Tract 3.02,1,0.71,2024827.97,821124.0,split,"auto: equidistant split, kept 71% (in-trace side)"
Tract 3.01,31067,100059#0,review_required,border,31.0,30.0,11981,Tract 1.02,0,1.0,2025311.37,823213.28,,
Tract 3.01,31067,100099#0,warning,border,29.2,30.0,11986,Tract 1.02,0,1.0,2025175.71,823721.09,,
Tract 3.01,31067,100361#0,review_required,border,48.1,28.2,11381,Tract 1.02,0,1.0,2025231.06,824889.62,,
Tract 3.01,31067,100362#0,review_required,border,29.9,28.2,11381,Tract 1.02,0,1.0,2025233.37,824939.56,,
Tract 3.01,31067,100363#0,warning,inner,11.8,28.2,11381,Tract 1.02,0,1.0,2025235.69,824989.51,,
Tract 3.01,31067,100479#0,warning,border,31.0,31.5,13818,Tract 1.02,0,1.0,2025184.87,823831.06,,
Tract 3.01,31067,100490#0,warning,border,29.6,30.4,11296,Tract 1.02,0,1.0,2025210.93,824380.37,,
Tract 3.01,31067,100618#0,warning,inner,29.9,44.5,11544,,0,1.0,2023133.3,825107.4,,
Tract 3.01,31067,100805#0,review_required,border,28.6,0.0,11519,Tract 1.02,1,0.0,2023464.34,825826.97,exclude,"auto: border parcel, foreign pipe crosses, no in-trace pipe touches"
Tract 3.01,31067,100816#0,review_required,border,28.7,27.9,11266,Tract 1.02,0,1.0,2024751.74,825515.34,,
Tract 3.01,31067,100817#0,warning,inner,27.9,40.6,11266,Tract 1.02,0,1.0,2024749.53,825467.87,,
Tract 3.01,31067,100843#0,review_required,border,29.5,16.6,11368,Tract 1.02,0,1.0,2024923.93,825990.22,,
Tract 3.01,31067,100862#0,warning,inner,32.0,43.4,11266,Tract 1.02,0,1.0,2024539.79,825482.56,,
Tract 3.01,31067,100863#0,review_required,border,32.5,32.0,11266,Tract 1.02,0,1.0,2024542.02,825532.56,,
Tract 3.01,31067,100868#0,warning,border,25.3,31.0,11364,Tract 1.02,0,1.0,2024043.47,825710.66,,
Tract 3.01,31067,100881#0,review_required,border,31.5,30.9,11269,Tract 1.02,0,1.0,2024184.07,825474.72,,
Tract 3.01,31067,101549#0,warning,border,18.5,25.1,11508,Tract 1.02,0,1.0,2021749.31,824755.69,,
Tract 3.01,31067,101554#0,warning,border,20.5,23.0,11555,Tract 1.02,0,1.0,2021998.34,824740.0,,
Tract 3.01,31067,101605#0,review_required,border,27.0,20.4,11508,Tract 1.02,0,1.0,2021769.28,824585.19,,
Tract 3.01,31067,101607#0,review_required,inner,47.3,21.1,11508,Tract 1.02,0,1.0,2021793.69,824431.84,,
Tract 3.01,31067,101635#0,review_required,border,25.7,23.2,11509,Tract 1.02,0,1.0,2021377.13,823985.62,,
Tract 3.01,31067,101645#0,warning,border,23.0,24.6,11508,Tract 1.02,0,1.0,2021595.56,824390.66,,
Tract 3.01,31067,101663#0,warning,border,22.5,36.0,11512,Tract 1.02,0,1.0,2021081.34,823972.18,,
Tract 3.01,31067,101664#0,warning,border,23.5,40.7,11509,Tract 1.02,0,1.0,2021230.64,823966.22,,
Tract 3.01,31067,103709#0,warning,border,20.6,24.9,11518,Tract 1.02,0,1.0,2020198.98,824656.5,,
Tract 3.01,31067,103749#0,warning,border,20.8,47.9,13158,Tract 1.02,0,1.0,2020123.61,824400.08,,
Tract 3.01,31067,103752#0,warning,border,20.2,48.2,52884,Tract 1.02,0,1.0,2020105.88,824646.45,,
Tract 3.01,31067,103780#0,review_required,inner,23.4,22.5,62335,Tract 1.02,0,1.0,2020217.18,824325.1,,
Tract 3.01,31067,103795#0,warning,border,21.9,39.3,11512,Tract 1.02,0,1.0,2020871.03,823979.19,,
Tract 3.01,31067,103838#0,review_required,border,35.2,15.1,13867,Tract 1.02,0,1.0,2019587.9,824014.53,,
Tract 3.01,31067,106037#0,review_required,border,30.3,9.9,11196,Tract 1.02,0,1.0,2025128.02,826035.95,,
Tract 3.01,31067,106061#0,review_required,border,0.0,0.0,33498,Tract 1.02,1,0.21,2025379.63,825665.82,split,"auto: equidistant split, kept 21% (in-trace side)"
Tract 3.01,31067,241489#0,warning,inner,19.4,25.1,62335,Tract 1.02,0,1.0,2020210.2,824431.59,,
Tract 3.01,31067,242241#0,review_required,border,29.7,28.8,11297,Tract 1.02,0,1.0,2025237.54,824488.89,,
Tract 19,50881,221100#0,review_required,border,0.0,0.0,54281,,1,0.69,2062151.6,791922.6,split,"auto: equidistant split, kept 69% (in-trace side)"
Tract 19,50881,221103#0,warning,border,12.3,14.4,54281,,0,1.0,2061858.76,791912.84,,
Tract 19,50881,236672#0,warning,border,22.4,26.0,64021,,0,1.0,2061431.45,797493.68,,
Tract 22,54900,102762#0,review_required,border,22.1,21.6,12814,Tract 23,0,1.0,2029447.49,817274.72,,
Tract 22,54900,102765#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,102774#0,warning,border,23.8,38.7,35082,Tract 23,0,1.0,2029339.84,817329.44,,
Tract 22,54900,102775#0,warning,border,23.4,38.7,35082,Tract 23,0,1.0,2029344.28,817291.12,,
Tract 22,54900,102778#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 22,54900,102785#0,review_required,inner,20.4,7.7,12819,,0,1.0,2029282.8,817697.55,,
Tract 22,54900,102787#0,review_required,inner,25.7,9.4,12819,,0,1.0,2029323.94,817534.92,,
Tract 22,54900,102788#0,review_required,inner,26.5,9.4,12819,,0,1.0,2029364.14,817531.38,,
Tract 22,54900,102789#0,warning,inner,27.4,40.7,12819,,0,1.0,2029380.96,817451.81,,
Tract 22,54900,102791#0,warning,inner,28.2,44.5,12819,,0,1.0,2029417.2,817449.51,,
Tract 22,54900,102792#0,review_required,inner,34.1,21.7,12815,,0,1.0,2029529.94,817414.16,,
Tract 22,54900,102794#0,review_required,inner,20.6,17.4,12815,,0,1.0,2029548.35,817704.15,,
Tract 22,54900,102796#0,warning,border,24.8,29.3,12901,,0,1.0,2029780.89,817063.19,,
Tract 22,54900,102797#0,warning,border,24.8,29.3,12901,,0,1.0,2029780.89,817063.19,,
Tract 22,54900,102798#0,warning,border,24.8,29.3,12901,,0,1.0,2029780.89,817063.19,,
Tract 22,54900,102799#0,warning,border,24.5,29.5,12901,,0,1.0,2029710.57,817068.73,,
Tract 22,54900,102811#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102812#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102813#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102814#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102815#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102816#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102817#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102818#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102819#0,warning,inner,22.7,34.1,12814,Tract 23,0,1.0,2029552.82,817213.22,,
Tract 22,54900,102950#0,warning,border,26.5,27.7,12813,,0,1.0,2029653.66,817336.66,,
Tract 22,54900,102957#0,warning,border,25.0,27.1,12811,,0,1.0,2029836.67,817133.34,,
Tract 22,54900,102974#0,warning,inner,22.8,27.8,12820,,0,1.0,2029654.77,817857.66,,
Tract 22,54900,102982#0,review_required,border,23.6,22.9,12906,,0,1.0,2029797.66,818044.65,,
Tract 22,54900,103001#0,warning,border,12.1,21.8,54933,,0,1.0,2029962.62,818239.87,,
Tract 22,54900,103006#0,warning,inner,31.0,31.0,35304,,0,1.0,2029297.09,817887.12,,
Tract 22,54900,103007#0,review_required,inner,43.9,31.2,35304,,0,1.0,2029351.1,817889.22,,
Tract 22,54900,103008#0,warning,inner,24.4,36.1,35304,,0,1.0,2029476.91,817889.37,,
Tract 22,54900,103023#0,warning,border,18.6,20.0,58016,Tract 1.02; Tract 3.02,0,1.0,2028787.17,818881.11,,
Tract 22,54900,103058#0,warning,border,15.4,29.6,12914,Tract 23,0,1.0,2028944.46,817311.8,,
Tract 22,54900,103112#0,warning,border,25.7,33.1,12988,Tract 1.02; Tract 3.02,0,1.0,2028077.05,818263.5,,
Tract 22,54900,103117#0,warning,border,19.4,23.0,57393,Tract 1.02; Tract 3.02,0,1.0,2028329.88,818578.54,,
Tract 22,54900,104848#0,review_required,border,0.0,0.0,56549,Tract 1.02; Tract 3.02,1,0.28,2028971.58,819226.19,split,"auto: equidistant split, kept 28% (in-trace side)"
Tract 22,54900,104915#0,review_required,border,22.6,20.1,12705,Tract 1.02; Tract 3.02,0,1.0,2029731.95,819501.9,,
Tract 22,54900,104923#0,review_required,border,25.5,21.4,63633,Tract 1.02; Tract 3.02,0,1.0,2030118.93,819360.12,,
Tract 22,54900,104938#0,review_required,inner,28.8,0.0,59437,Tract 1.02; Tract 3.02,1,1.0,2029033.0,819486.02,,
Tract 22,54900,104973#0,warning,border,18.6,23.2,34616,,0,1.0,2030143.61,818336.62,,
Tract 22,54900,104974#0,warning,border,18.0,23.2,34616,,0,1.0,2030152.5,818411.23,,
Tract 22,54900,104979#0,review_required,border,27.6,22.3,56845,,0,1.0,2030426.7,818774.36,,
Tract 22,54900,105119#0,review_required,border,23.2,22.5,12696,Tract 1.02; Tract 3.02,0,1.0,2029270.95,819781.63,,
Tract 22,54900,105121#0,warning,border,23.4,25.6,12708,Tract 1.02; Tract 3.02,0,1.0,2029466.12,819710.28,,
Tract 22,54900,105170#0,review_required,border,37.3,25.7,12697,Tract 1.02; Tract 3.02,0,1.0,2029075.37,819720.0,,
Tract 22,54900,203418#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 22,54900,203419#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 22,54900,203420#0,review_required,inner,28.7,18.3,12815,,0,1.0,2029445.03,817439.93,,
Tract 22,54900,221456#0,warning,inner,20.5,29.6,12756,Tract 1.02; Tract 3.02,0,1.0,2028597.83,818639.22,,
Tract 22,54900,225827#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225828#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225829#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225830#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225831#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225832#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225833#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225834#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225836#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225837#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225838#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225839#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225840#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225841#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225842#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225843#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225844#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225845#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225846#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225847#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
Tract 22,54900,225848#0,review_required,border,24.2,7.5,57000,Tract 23,0,1.0,2029225.35,817358.79,,
